area,season_year,season,CACI,component_count,T90,T10,P,D,W
Province:Ningxia,1987,Winter,0.44607396785972053,5,1.174258802370313,-0.8921358988057007,-0.21017163611450057,0.7680092041963011,-0.39386242995921156
Province:Ningxia,1987,Spring,0.07829851005162111,5,-0.038428263154093416,-0.48752713235632783,-0.43656640372346234,0.392465510695665,-0.013505425916331467
Province:Ningxia,1987,Summer,-0.5377569526316555,5,-0.9485428396576243,0.8086379176983765,-0.5418250562936475,-0.03974916914862779,-0.35002978036000143
Province:Ningxia,1987,Autumn,0.12895667325859048,5,2.175918175041076,1.0395688210154448,-0.42604028444842074,-0.40869287720641956,0.34316717392216145
Province:Ningxia,1988,Winter,-0.23495755882470476,5,0.1536660219498705,0.22171087378304385,0.10294776118440276,-1.2330230681722256,0.02333236469747237
Province:Ningxia,1988,Spring,-1.3155485938007767,5,-1.6486151500786599,2.1996665094078547,-0.34285126012124384,-1.3735327043144612,-1.0130773450816637
Province:Ningxia,1988,Summer,-0.6731531316815313,5,-0.7793976683239523,-0.04302878077759122,-0.45092029517114546,-1.3525533421309064,-0.8259231335592437
Province:Ningxia,1988,Autumn,-0.5323672272706035,5,-0.40297306930362514,-1.1286246088883425,-1.1484078920343506,-1.1068612263395305,-1.1322185575638537
Province:Ningxia,1989,Winter,0.06644798658031584,5,-0.4194402840553984,0.6922079535735725,2.5140727898066975,-0.07150171222209345,-0.998682907054054
Province:Ningxia,1989,Spring,-0.25878622358572284,5,-1.6104377926580422,-0.8704844351585164,0.6886992942835076,-0.1663537455659819,-1.076323309146614
Province:Ningxia,1989,Summer,-0.4612209246494288,5,-1.267833175874613,-0.03655237257364867,-0.19447068633723422,-0.626214698587988,-0.2541384350209573
Province:Ningxia,1989,Autumn,-0.21812555757103858,5,-0.6504842632028157,-0.8491857727114859,0.21922008571559998,-0.9205590477777745,-0.5879903353016884
Province:Ningxia,1990,Winter,0.21788606734214383,5,0.5547389262137498,-1.141892459098972,1.526696674938713,-0.7565589342621664,-1.377338789278549
Province:Ningxia,1990,Spring,-0.5640366840434925,5,-0.5131264664448626,1.0952065810171057,0.5495374327564277,-0.8084128747736736,-0.9529749307382485
Province:Ningxia,1990,Summer,-0.42349209032545154,5,-0.654069608363967,0.008478121168843115,-0.08874749625475865,-0.6479197604116894,-0.7182454654279996
Province:Ningxia,1990,Autumn,0.07392177170102605,5,0.6668494835342805,-0.7546609094245975,-0.458757287030177,-0.3994777864011249,-0.1936664610224457
Province:Ningxia,1991,Winter,0.06584958232640539,5,-0.2877111535687931,-1.0638262310228348,0.1132784550807191,0.10579019212127848,-0.6659358130240124
Province:Ningxia,1991,Spring,-0.33203435284405824,5,-0.3269772127611846,1.5317676645091258,0.09676173183245844,0.23875926337144426,-0.13694788215388357
Province:Ningxia,1991,Summer,0.09835091858432317,5,0.3277323258768107,-0.9014761160944235,-0.46737547195671225,0.44802338877739417,-0.7181017658703002
Province:Ningxia,1991,Autumn,-0.15278560933967816,5,-0.8523317985841535,-0.5541838139016851,-1.1716562275192115,0.5545460071753966,0.15133015832789257
Province:Ningxia,1992,Winter,-0.1613518512732845,5,-0.6071126579703849,0.1736451703558437,0.0801007047176241,0.8955342547776405,-1.0016363875354584
Province:Ningxia,1992,Spring,0.14204326945797213,5,-1.1586145772039858,-1.1505392360671982,-0.2967016342252239,0.6383617752992942,0.376631547352578
Province:Ningxia,1992,Summer,-0.14961700109802117,5,-1.2662550278311746,1.2116486362171452,0.09852202229948256,0.3083861865935796,1.3229104496651516
Province:Ningxia,1992,Autumn,0.21331188434210882,5,-1.099036881025246,0.23666083098488383,1.1536238828023284,-0.03024981496114564,1.2788830658794912
Province:Ningxia,1993,Winter,0.3347873413422765,5,0.03733205973354659,1.2854823855000987,1.8896469711317276,0.02857051656917707,1.0038695447770298
Province:Ningxia,1993,Spring,0.19235603210842006,5,-0.2536510502075681,-0.2553543246076152,-0.3169394879379445,-0.37988908015994316,1.6569054542399408
Province:Ningxia,1993,Summer,-0.5028839523711719,5,-0.9812435278016828,1.5739047120945056,-0.4256006707614082,-0.7228596051119845,1.1891887539137218
Province:Ningxia,1993,Autumn,-0.48369287788349186,5,-0.5640456868920994,1.5421838718593426,-0.4620462009473105,-0.899364224834286,1.0491755951155797
Province:Ningxia,1994,Winter,-0.1812977314247482,5,-0.8626881280347924,-0.14842787384581801,-0.6569715389213403,-0.6717404960518026,1.1364836320383762
Province:Ningxia,1994,Spring,0.2050944826602407,5,0.7717111350653603,0.05731747630435983,-0.37064224068068186,-0.7174583060142213,1.3991793012351061
Province:Ningxia,1994,Summer,0.2051017961206722,5,-0.5513277588078153,-0.42425827481987755,-0.018140761863614553,-0.5647382316622948,1.7354574581172082
Province:Ningxia,1994,Autumn,0.01722477462247094,5,0.8625625211999312,0.479019509491772,-0.6896724647350533,-0.33704030634276766,0.7292936324820165
Province:Ningxia,1995,Winter,0.530820289841732,5,-0.5956966374994834,-1.134550468988855,0.8796470801796679,0.3354657150933016,0.9001348224463194
Province:Ningxia,1995,Spring,0.10790937413372473,5,-1.261056505290612,-0.19889774756002976,-0.5092289356402688,1.1310060461157954,0.9799285179236793
Province:Ningxia,1995,Summer,0.4045557437529214,5,-0.6897783973617766,0.5536333003461874,0.36085542230639067,1.9934693368091565,0.9118656573570239
Province:Ningxia,1995,Autumn,0.6457309317888971,5,-0.10202384672597435,0.04074975175626035,-0.4971438206721286,2.407774854198458,1.4607972239003906
Province:Ningxia,1996,Winter,0.23517655060585393,5,-1.1352903164694088,-0.13541442846473842,-0.953480636588874,2.8597297011907488,0.2695095764320653
Province:Ningxia,1996,Spring,0.09721243343547097,5,-1.4292696710398942,1.7579890101441396,-0.3733265560971718,2.311295568972638,1.735351835485922
Province:Ningxia,1996,Summer,0.3294544234488862,5,-0.4670006556058289,-0.1214460353951793,-0.22348709983630752,1.348974178665608,0.8673396586257803
Province:Ningxia,1996,Autumn,0.9235834357204806,5,0.4970218954301081,-0.871551395744348,0.6170012021818324,0.28578416947093194,2.346558515775183
Province:Ningxia,1997,Winter,0.4078148716924906,5,0.441187720196664,-0.9899119345810917,-0.7160275669538949,0.0039175987129930895,1.3200846719255992
Province:Ningxia,1997,Spring,0.27323065179193506,5,0.6494286692169229,-1.448673748114693,-0.36176348493113475,-0.2783815520798632,-0.09180412136094293
Province:Ningxia,1997,Summer,0.8288526929267377,5,1.7024545899255341,-0.6270642255595585,-0.11027795205369509,-0.4855451147663524,2.410567715968643
Province:Ningxia,1997,Autumn,-0.4891500337556803,5,-0.05048273555745827,1.5985194838364356,-0.816263069164062,-0.5839321370334225,0.6034472568129774
Province:Ningxia,1998,Winter,0.05246177161283366,5,0.7251811783766308,-0.17435484422345862,-1.0304332398837972,-0.29607636611071325,0.6892824414585894
Province:Ningxia,1998,Spring,0.27139049869847287,5,1.8382551650712768,0.6573280141240114,0.06866196214780787,-0.2870976790639667,0.39446105946125765
Province:Ningxia,1998,Summer,0.07409114315354684,5,-0.06796230808757882,-0.7556016975803828,-0.345457922859851,-0.14008005603970383,0.16835430517448516
Province:Ningxia,1998,Autumn,1.1187339220039114,5,2.9743406538096626,-1.118352906829705,0.010334898057789,0.011247066364393309,1.4793940849580067
Province:Ningxia,1999,Winter,1.216035333005838,3,1.6094591381029753,-0.95400396297056,,,1.084642897943979
Province:Ningxia,1999,Spring,1.2130758485256143,3,0.7316234300300448,-1.2171138073662566,,,1.6904903081805416
Province:Ningxia,1999,Summer,0.9413731210847374,3,1.0353752219287156,-0.9759480629531956,,,0.8127960783723011
Province:Ningxia,1999,Autumn,0.6045753976744828,3,0.5069498357475433,-0.7050666461869571,,,0.6017097110889478
Province:Ningxia,2000,Winter,0.30694061609617157,3,-0.5689392464399341,0.17790203968597026,,,1.667663134414419
Province:Ningxia,2000,Spring,0.7580449707996326,3,0.057510647576031027,-1.1585852071129492,,,1.0580390577099175
Province:Ningxia,2000,Summer,0.6996523636614994,3,0.3957277458508511,-0.7310928189735276,,,0.9721365261601193
Province:Ningxia,2000,Autumn,0.24012099709933957,3,0.09710072931104007,0.482365087237227,,,1.1056273492242057
Province:Ningxia,2001,Winter,1.3115779447077254,3,0.9091908921514553,-1.3414166515364223,,,1.684126290435299
Province:Ningxia,2001,Spring,0.2791225583727288,3,0.3441310823804584,-0.10315249934536676,,,0.3900840933923613
Province:Ningxia,2001,Summer,0.8565931263969121,3,0.8886661652200587,-1.5892709669111718,,,0.091842247059506
Province:Ningxia,2001,Autumn,0.3962890748593197,3,-0.46700036021597746,-0.9800626497853445,,,0.6758049350085921
Province:Ningxia,2002,Winter,1.098429597389921,3,1.411081116854068,-0.8492989439272711,,,1.0349087313884235
Province:Ningxia,2002,Spring,0.43250207933037327,3,0.9860632126379131,-0.45517788531248854,,,-0.14373485995928173
Province:Ningxia,2002,Summer,0.9037396680358816,3,2.1333998408751214,-1.2465298391681614,,,-0.6687106759356382
Province:Ningxia,2002,Autumn,-0.014435146266888799,4,0.08189791380688488,0.2219770922767325,0.3529766630480754,,-0.27063806964578296
Province:Ningxia,2003,Winter,-0.19475315178645325,4,0.8120272029646265,0.9137806086379043,-0.40856578263429705,,-0.2686934188382381
Province:Ningxia,2003,Spring,0.47536150877074385,4,0.0645229259586175,-0.8473956502978167,-0.28138936269800935,,1.2709168215245505
Province:Ningxia,2003,Summer,-0.1557605205612886,4,-0.1449277901766958,0.5936184729211778,-0.11387437193390945,,0.22937855278662855
Province:Ningxia,2003,Autumn,0.35053628569449735,4,0.7461765559703818,0.7142520128768438,0.7038087605729458,,0.6664118391115055
Province:Ningxia,2004,Winter,-0.3423526971968308,5,-0.5127668760989038,-0.3612187392652881,-1.1691140307190195,-0.490904681654828,0.099803363223309
Province:Ningxia,2004,Spring,0.6114268674080001,5,1.6679364319464602,-1.0771493061550546,-0.3575198017911038,0.37580067054889404,0.293767730180696
Province:Ningxia,2004,Summer,-0.1528256446358228,5,-0.3256901114312423,0.8573864875328984,-0.3597078403687269,1.4506787913593957,-0.6720225752056421
Province:Ningxia,2004,Autumn,-0.0036276887848772253,5,-0.6877419995175615,0.011064338475081351,-0.32082370508879476,2.1408706921428733,-1.1393790929858216
Province:Ningxia,2005,Winter,-0.21004726467710255,4,0.04886441757505719,0.08155664850822682,-0.4351760941400874,,-0.3723207336351531
Province:Ningxia,2005,Spring,-0.12473574025661616,4,0.8391309545086286,-0.0963896809461282,-0.4097483225883814,,-1.02471527389284
Province:Ningxia,2005,Summer,0.49915721726692847,3,1.7799788637037615,-0.8037592632458358,,,-1.086266475148812
Province:Ningxia,2005,Autumn,0.05361019723696536,3,0.16096818479500527,-0.7124070356901812,,,-0.7125446287742904
Province:Ningxia,2006,Winter,-0.8022259621546789,3,-0.4355397444226349,0.6924757416353441,,,-1.2786624004060578
Province:Ningxia,2006,Spring,0.06984948881521709,3,1.5357538536247572,0.7069525090981665,,,-0.6192528780809394
Province:Ningxia,2006,Summer,0.6307822929971224,3,1.6799536171460348,-1.398016715094267,,,-1.1856234532489343
Province:Ningxia,2006,Autumn,0.3191396098962,3,1.1982990032230272,-0.7810637588522742,,,-1.0219439323867014
Province:Ningxia,2007,Winter,0.059556864764543395,3,0.10440438234847699,-1.2072993463959647,,,-1.1330331344508116
Province:Ningxia,2007,Spring,-0.11637824777019416,3,0.987630278985739,-0.07365665082434883,,,-1.4104216731206702
Province:Ningxia,2007,Summer,-0.3343761887093732,3,0.6444010819415594,0.4258445856783231,,,-1.2216850623913558
Province:Ningxia,2007,Autumn,-0.7464417152716788,3,-0.6705971889027103,-0.006540516114435715,,,-1.575268473026762
Province:Ningxia,2008,Winter,-1.9729876557803652,3,-1.1692985892164423,3.138741879283706,,,-1.6109224988409476
Province:Ningxia,2008,Spring,0.1430880712162005,3,0.8414842660109493,-1.2133417105080877,,,-1.6255617628704353
Province:Ningxia,2008,Summer,-0.15221036425098725,3,0.8514625652574541,0.18061308340036472,,,-1.1274805746100511
Province:Ningxia,2008,Autumn,-0.3711060341908807,3,-0.3014729781092983,-0.5219411365819173,,,-1.333786261045261
Province:Ningxia,2009,Winter,0.5784331210939836,3,2.538292519069849,-0.22399821308846224,,,-1.0269913688763608
Province:Ningxia,2009,Spring,0.4456218465671988,3,1.5234480320241899,-0.940000983316948,,,-1.1265834756395416
Province:Ningxia,2009,Summer,-0.39861167044920326,3,0.40450466540156227,0.41140432423023393,,,-1.1889353525189381
Province:Ningxia,2009,Autumn,-0.8586122404095894,3,0.6137909168414375,1.666073032762108,,,-1.5235546053080977
Province:Ningxia,2010,Winter,0.14691079536162474,3,1.5462980348213502,0.09448797033147727,,,-1.0110776784049988
Province:Ningxia,2010,Spring,-1.048604923690892,3,-0.3270012777364324,1.4599462474971656,,,-1.3588672458390785
Province:Ningxia,2010,Summer,0.4026740153514665,3,0.9827400682247657,-1.6626097755988773,,,-1.4373277977692434
Province:Ningxia,2010,Autumn,0.3912064039805308,3,1.3346294416964093,-1.1088540626966468,,,-1.2698642924514634
Province:Ningxia,2011,Winter,-0.676823192303902,3,0.5701923654272658,1.2766150179971958,,,-1.324046924341776
Province:Ningxia,2011,Spring,-0.7752741154331515,3,0.4274077134905706,0.9975734105628304,,,-1.7556566492271948
Province:Ningxia,2011,Summer,0.7131863116245616,3,2.561554936969491,-1.2157017015086833,,,-1.6376977036044895
Province:Ningxia,2011,Autumn,-0.1322010779123853,3,0.9154514834853174,-0.329356017680439,,,-1.6414107349029121
Province:Ningxia,2012,Winter,-1.0622780601004813,3,-1.2871811684632635,0.055758865431927145,,,-1.843894146406253
Province:Ningxia,2012,Spring,0.10492653990869243,3,0.2546681751379466,-1.880815536993705,,,-1.8207040924055744
Province:Ningxia,2012,Summer,0.47990792463162774,3,1.1697720631345845,-1.856314975679725,,,-1.5863632649194264
Province:Ningxia,2012,Autumn,-0.7795934487478918,3,-1.1280768238930639,-0.24071613652566784,,,-1.451419658876279
Province:Ningxia,2013,Winter,0.22542220325158965,3,1.8760681949933036,-0.41624256111043756,,,-1.616044146348972
Province:Ningxia,2013,Spring,1.2100110299985969,3,3.973781474737976,-1.47695570766339,,,-1.8207040924055744
Province:Ningxia,2013,Summer,0.7211877313554499,3,3.046170080029521,-0.6540778899061942,,,-1.5366847758693654
Province:Ningxia,2013,Autumn,0.09897622053189603,3,0.4906779325544019,-1.3857370568689569,,,-1.5794863278276707
Province:Ningxia,2014,Winter,-0.03660721409952076,3,1.2083689020260966,-0.45143971321524046,,,-1.7696302575398992
Province:Ningxia,2014,Spring,0.7816324684797027,3,2.6752174166725986,-1.3602891948153248,,,-1.6906092060488151
Province:Ningxia,2014,Summer,-0.27766186118782327,3,1.101908260015202,0.44623160712436555,,,-1.4886622364543063
Province:Ningxia,2014,Autumn,0.31713228386178244,3,1.3750000826378397,-1.0958695792869844,,,-1.5194728103394766
Province:Ningxia,2015,Winter,0.18723052899692635,3,1.0361017930761478,-0.990207650753434,,,-1.4646178568388029
Province:Ningxia,2015,Summer,-0.20453075439362509,3,0.2045955743626177,-0.7168409886908703,,,-1.5350288262343632
Province:Ningxia,2015,Autumn,0.02328730181297778,3,1.3671236183510609,-0.34414902199078456,,,-1.6414107349029121
Province:Ningxia,2016,Winter,-0.5383398806146955,3,0.04244950360083663,0.036366665637731596,,,-1.6211024798071916
Province:Ningxia,2016,Spring,0.4344767450344737,3,2.235384662773018,-0.8215339734516518,,,-1.7534884011212488
Province:Ningxia,2016,Summer,0.9705004866351551,3,3.336582356978622,-1.0619253897461478,,,-1.4870062868193044
Province:Ningxia,2016,Autumn,0.6545910232125021,3,2.8925142352007707,-0.6527427237829623,,,-1.5814838893462269
Province:Ningxia,2017,Winter,0.7443694639706265,3,2.622004557368727,-1.2985133579810164,,,-1.6874095234378645
Province:Ningxia,2017,Spring,0.2877168968812082,3,0.5816203874499277,-2.1022343955992713,,,-1.8207040924055744
Province:Ningxia,2017,Summer,0.413021504739187,3,2.6130565283293787,-0.2637056894926718,,,-1.6376977036044895
Province:Ningxia,2017,Autumn,0.13654377324751166,3,1.020265903414371,-1.0927005583063176,,,-1.7033351419781535
Province:Ningxia,2018,Winter,-0.3988398981889085,3,0.4429316139370027,-0.13017894903617097,,,-1.7696302575398992
Province:Ningxia,2018,Spring,1.9339729640398282,3,5.878426603273624,-1.7441963812514354,,,-1.8207040924055744
Province:Ningxia,2018,Summer,1.0192969249125303,3,2.798403666582031,-1.8971848117600498,,,-1.6376977036044895
Province:Ningxia,2018,Autumn,-0.5161649453929669,3,-0.27420958977837134,-0.42904989557762435,,,-1.7033351419781535
Province:Ningxia,2019,Winter,-0.7324108838706636,3,-0.2623172452767594,0.173241994031013,,,-1.7616734123042184
Province:Ningxia,2019,Spring,0.3297084242978842,3,1.6060553313308272,-1.2037740339683995,,,-1.8207040924055744
Province:Ningxia,2019,Summer,-0.15501251676114713,3,0.7230475961361534,-0.3999340681348335,,,-1.5880192145544283
Province:Ningxia,2019,Autumn,0.23485957090493828,3,1.0736140491904973,-1.2743729599457858,,,-1.6434082964214682
Province:Ningxia,2020,Winter,0.6480916758504287,4,2.377321200211678,-1.1108490575644898,0.8738267031654464,,-1.7696302575398992
Province:Ningxia,2020,Spring,0.09084699384616635,4,1.0471067112143195,-1.5317964652169396,-0.3948111086410194,,-1.8207040924055744
Province:Ningxia,2020,Summer,0.21210192956251417,4,1.2949794643277606,-1.4442035065021228,-0.3044119876604008,,-1.5863632649194264
Province:Ningxia,2020,Autumn,0.37126222403105175,4,0.24844266051826075,-0.5303427258819615,2.4095986517021384,,-1.7033351419781535
Province:Ningxia,2021,Winter,2.082607921940893,4,2.6756808724134173,0.32829098933197565,7.035100459008509,,-1.0520586543263797
Province:Ningxia,2021,Spring,0.7791998722284793,4,3.396472414707728,-0.9893952271501807,0.5516359394615832,,-1.8207040924055744
Province:Ningxia,2021,Summer,0.893428892080512,4,3.667004967124013,-1.8909193901832642,-0.3465110853807392,,-1.6376977036044895
Province:Ningxia,2021,Autumn,0.07890929416493779,3,1.6526717248120453,-0.22546689258568017,,,-1.6414107349029121
Province:Ningxia,2022,Winter,-0.04403709679750937,3,0.5633642334146586,-1.0741547337327126,,,-1.7696302575398992
Province:Ningxia,2022,Spring,1.0992879681751582,4,4.989422519458443,-1.5675308690814533,-0.33909742343368987,,-1.8207040924055744
Province:Ningxia,2022,Summer,1.2864532248418963,4,4.3554513817164215,-1.6776685639865268,0.7503906572691263,,-1.6376977036044895
Province:Ningxia,2022,Autumn,0.39369573849981804,4,1.9793303581446622,-0.41326969927894724,0.8855180385538165,,-1.7033351419781535
Province:Ningxia,2023,Winter,0.11152784829415423,5,0.8109535217656796,-0.5820370261235613,2.395562580148689,-1.4612836290272597,-1.7696302575398992
Province:Ningxia,2023,Spring,-0.08002154173179048,5,3.240618778110835,0.3231334490273983,-0.09068645664161358,-1.4757359624376067,-1.7511706186631686
Province:Ningxia,2023,Summer,0.539310632200096,5,3.653156135261962,-2.1677801132592074,-0.3282813403135875,-1.1584040436026122,-1.6376977036044895
Province:Ningxia,2023,Autumn,0.5580083614819691,5,3.1005134580093294,-0.9368058100375081,1.063095268604741,-0.6878085530138938,-1.6225641762278387
Province:Ningxia,2024,Winter,0.8430317144203795,4,2.723419174849256,0.5496677401262451,2.814419569307479,,-1.616044146348972
Province:Ningxia,2024,Spring,1.4045217215789818,4,5.067883280814833,-2.41088779834023,-0.03998010043356173,,-1.8207040924055744
Province:Ningxia,2024,Summer,0.9447964627311244,3,2.39933288998654,-1.9717412740761993,,,-1.5366847758693654
Province:Ningxia,2024,Autumn,1.1332831556837535,3,3.927329509617861,-1.0210440817234492,,,-1.54852412429005
Province:Ningxia,2025,Winter,-0.27265206793578317,3,0.22322990068510162,-0.8027080419138019,,,-1.843894146406253
Province:Ningxia,2025,Spring,0.4902507749243025,3,3.006481891878214,-0.21775883401594223,,,-1.7534884011212488
Province:Ningxia,2025,Summer,0.9885868980494147,3,3.2481141770118214,-1.304009782055849,,,-1.5863632649194264
Province:Anhui,1981,Spring,0.12111933754468958,4,-0.4612183436674869,-0.451678714299182,-0.41568276820058286,,0.9096997477476461
Province:Anhui,1981,Summer,0.6122073364454795,4,0.32969810691162443,-0.46279074183363633,0.9695741247560702,,0.6867663722805872
Province:Anhui,1981,Autumn,-0.2543790394269002,4,-1.8651706385674698,2.796843385552929,2.1358563527426364,,1.5086415136701619
Province:Anhui,1982,Winter,-0.164547747005096,4,-0.7087902435539597,0.2761577049524633,,-1.4769855393863656,1.8037424998724045
Province:Anhui,1982,Spring,-0.42551170370482627,5,-0.3650710106994809,0.6600429513080269,-0.9660053825550787,-1.947274071572251,1.810834897610706
Province:Anhui,1982,Summer,-0.8658257872959517,5,-1.4178567854589417,1.3118883719745302,0.1427442066095829,-1.9947502481542845,0.25262226249841424
Province:Anhui,1982,Autumn,-0.5169782804181694,5,-1.1855889658598673,-0.8310535908475181,-0.6001326350046851,-1.5529471860482544,-0.07727620602555842
Province:Anhui,1983,Winter,-0.40260914558294425,5,-1.1671542249340439,0.39833693575892876,-0.652850687373888,-0.9795272492724125,1.1848233694245522
Province:Anhui,1983,Spring,0.2773467359737745,5,-0.5310738480985939,0.1829299573312886,-0.294711579460065,-0.39588370922164917,2.791332773980469
Province:Anhui,1983,Summer,0.3934259581269154,5,-0.7627362473033796,0.2680900514458477,0.11449576181617029,0.5460890918308383,2.3373712357367955
Province:Anhui,1983,Autumn,0.9397684625386251,5,-0.3459987064556771,-1.0798589587362648,1.8686289128512032,1.1854030939506053,0.9109500536107288
Province:Anhui,1984,Winter,-0.8416072649028514,5,-1.705533456095184,2.489325073922566,-1.1581278653312157,1.6353497148237826,-0.49039964398907454
Province:Anhui,1984,Spring,-0.28688232170527705,5,-1.1860267557311797,0.6416335287510424,-1.7441321306257893,1.52387682117075,0.6135039854108759
Province:Anhui,1984,Summer,0.19803477243356576,5,-0.905133950240326,-0.3229145701073347,-0.3349164524290453,0.9625949728128069,0.9447147219170584
Province:Anhui,1984,Autumn,-0.022097356544337775,5,-0.6647331572973715,0.020110098517000574,1.3461575475324876,0.2713002183117432,-1.0431012927515477
Province:Anhui,1985,Winter,-0.3016983350963018,5,-0.6907687269260202,1.4734918226287606,0.020999776037473616,0.03660402064190607,0.5981650773938922
Province:Anhui,1985,Spring,-0.49709382458555024,5,-0.6356918712243339,0.5286460996480052,-0.8477949812142404,-0.49685968374003014,0.023523512898858675
Province:Anhui,1985,Summer,-0.38579157046667234,5,-1.187343346099301,-0.6853415138573234,-1.238313553318277,-1.049768630925137,0.8611261641520302
Province:Anhui,1985,Autumn,-0.34830864494380254,5,-0.6451409314292307,0.1652439571292351,0.8043161623913334,-1.249309920108993,-0.4861645784428872
Province:Anhui,1986,Winter,-0.9042562921405957,5,-1.5520436656392353,0.9476942387508641,-1.7370686900090988,-1.124980570195911,0.8405057038921305
Province:Anhui,1986,Spring,-0.17767652621780555,5,0.0476904633194509,-0.33922553543131645,0.45039076883966667,-1.4209864267521615,-0.3047029719273002
Province:Anhui,1986,Summer,-0.6434809079467978,5,-0.7033469829864725,0.3753719010217555,-0.5614211645644728,-1.3680805922782917,-0.20918389888299652
Province:Anhui,1986,Autumn,-0.8361307527930443,5,-1.3692414670500126,1.5538345683628851,-0.005739876412503752,-0.9951289519027698,-0.2567089002370504
Province:Anhui,1987,Winter,0.30469975899073487,5,0.8372508411457167,-0.2393166539429401,-0.29532161561284653,-0.6127849350094937,1.355037850487358
Province:Anhui,1987,Spring,-0.5163134274625977,5,-0.25157623019762465,1.8532555560707025,-0.48828064790667486,-0.7949818788346382,0.8065271756966524
Province:Anhui,1987,Summer,-0.8331788294312374,5,-1.111928820143581,1.5368737561921229,-0.33574761809634174,-0.782485396069947,-0.39885855665419473
Province:Anhui,1987,Autumn,0.09901462601657812,5,1.0591828146072222,1.1341606063901812,0.20682533587794155,-0.5837099372758291,0.9469355232637372
Province:Anhui,1988,Winter,-0.24580685390506735,5,-0.029008279926661554,0.5693866040841539,-0.4294819638510116,-0.15990515393211405,-0.04125226773139553
Province:Anhui,1988,Spring,-0.4596340975532437,5,-0.6331019645500834,1.3657080458779232,-0.7988919890110509,0.329768658710807,0.1697628529620327
Province:Anhui,1988,Summer,0.23588191894063382,5,1.2332965840784302,-0.2738435846307568,-0.6280630064669104,0.933788470132552,-0.6334560376716595
Province:Anhui,1988,Autumn,-0.07459192310450764,5,-0.9443271754250097,-0.3928598055453312,-1.2481492514919688,1.203105025834571,0.22355198001453813
Province:Anhui,1989,Winter,0.434833150945151,5,-0.02218837717161565,-0.416493774089502,0.42567278952019055,1.4921371594977288,-0.13794959121005035
Province:Anhui,1989,Spring,-0.14000074732496057,5,-1.3976607062413866,-0.16681491608828344,-0.2894899930577985,1.1750647780441072,-0.35473273145800843
Province:Anhui,1989,Summer,-0.795443922175292,5,-1.1133182872404217,2.0131638952429713,-0.2780748034932024,0.38539288043231684,-0.9580555053321813
Province:Anhui,1989,Autumn,-0.5745267682130621,5,-1.0321594416742386,0.61335329799922,-0.014733169221244924,-0.3537305776498543,-0.8586573545207526
Province:Anhui,1990,Winter,-0.06982966296912761,5,-0.7283566643401239,-0.5637654659927956,-0.18212812835459666,-0.2948802622028515,0.29245127405913846
Province:Anhui,1990,Spring,0.023097737475671565,5,-0.4764883186644028,0.11955441882482959,0.5204136926383598,-0.6329525540846339,0.8240702863138643
Province:Anhui,1990,Summer,0.29720106168941457,5,0.36603851444485996,-1.4783443871814073,-0.7429385495835981,-1.1079863695302425,1.4925473259346462
Province:Anhui,1990,Autumn,0.19847454391618408,5,0.16657957649734995,-0.7048027422607211,0.14460893238947695,-1.2297673017770243,1.2061487702103966
Province:Anhui,1991,Winter,0.08327463800955148,5,-0.7783504732786466,-1.0753779941034944,1.1428223318387365,-0.839158632404719,-0.18431803021110796
Province:Anhui,1991,Spring,-0.21412827412666724,5,-0.9002371066660051,2.551728996256888,2.8341698494891028,-0.34623152101254623,-0.1066135961869998
Province:Anhui,1991,Summer,0.5672280534066007,5,-0.24326004846008897,0.5074416138636944,3.5724193516304013,0.3112852444790564,-0.29686266675267114
Province:Anhui,1991,Autumn,-0.3159408982551926,5,-1.2607569177993145,-0.26018651675926363,-0.5525519996391178,0.7743821278489876,-0.8009642184457821
Province:Anhui,1992,Winter,0.640173798781783,5,0.6211707219596831,-0.10392195133355225,1.8399859923140243,1.1609209354512289,-0.5251306071495734
Province:Anhui,1992,Spring,0.010595340776420919,5,-0.7765025202221094,0.4307342129146757,0.23018826282554405,1.0872839976787305,-0.05725882348538495
Province:Anhui,1992,Summer,-0.3108787132653327,5,-0.25880180261845487,1.3030068787101476,-0.7769831144485659,0.703819072793324,0.08057915665718095
Province:Anhui,1992,Autumn,-0.29602973683387285,5,-1.0867303454836106,1.2478639646091716,-0.5513529760723856,0.22040263673959348,1.18539596525621
Province:Anhui,1993,Winter,0.4608227930792285,5,-0.3658901912445459,0.2715078214506403,0.9496356109008328,0.1857150721961265,1.8061612949943697
Province:Anhui,1993,Spring,0.32311193021795026,5,-0.733371838425911,0.45778369205695746,1.2883112090687299,0.09953965281576724,1.4188643196881225
Province:Anhui,1993,Summer,-0.6009592428945709,5,-0.9228780956139718,1.9883929023722744,-0.14536841392346125,-0.01552358240718788,0.0673667798440401
Province:Anhui,1993,Autumn,-0.3068162636101333,5,-0.7155980458286348,0.6776321507016615,-0.23873751485516412,-0.10594949085375675,0.20383588418855075
Province:Anhui,1994,Winter,0.014925423560602535,5,-0.7732261251136047,-0.5440121658593664,-0.6995640235301323,0.021537670860845397,0.9818674297265378
Province:Anhui,1994,Spring,0.06915858020797994,5,0.5085002162402565,-0.7049220587404863,-0.7759854368774786,-0.15657059433372403,0.06492665727035941
Province:Anhui,1994,Summer,0.608304974988193,5,1.142135677842921,-1.2570910357256637,-0.6034394487454011,-0.3230289898450805,1.568766599962862
