station_id,USAF,STATION NAME,CTRY,ICAO,lat,lon,elev_m,province,province_source,region,grid_id,grid_lat,grid_lon
544490-99999,544490,SHAN-HAI-GUAN,CH,,40.0,119.75,27.0,Hebei,station_table_pdf,Northeast,41.25_118.75,41.25,118.75
544540-99999,544540,SUIZHONG,CH,,40.35,120.35,18.0,Liaoning,station_table_pdf,Northeast,41.25_121.25,41.25,121.25
544710-99999,544710,YINGKOU,CH,,40.667,122.2,4.0,Liaoning,station_table_pdf,Northeast,41.25_121.25,41.25,121.25
544740-99999,544740,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Liaoning,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
544770-99999,544770,XIONG-YUE-CHENG,CH,,40.167,122.133,1.0,Liaoning,province_geojson,Northeast,41.25_121.25,41.25,121.25
544830-99999,544830,CAOHEKOU,CH,,40.883,123.9,235.0,Liaoning,station_table_pdf,Northeast,41.25_123.75,41.25,123.75
544930-99999,544930,KUANDIAN,CH,,40.717,124.783,261.0,Liaoning,station_table_pdf,Northeast,41.25_123.75,41.25,123.75
544970-99999,544970,DANDONG,CH,,40.05,124.333,14.0,Liaoning,station_table_pdf,Northeast,41.25_123.75,41.25,123.75
544980-99999,544980,APPROXIMATE LOCALE,CH,,40.117,124.333,0.0,Liaoning,province_geojson,Northeast,41.25_123.75,41.25,123.75
545010-99999,545010,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Beijing,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
545110-99999,545110,BEIJING - CAPITAL INTERNATIONAL AIRPORT,CH,ZBAA,40.08,116.585,35.4,Beijing,station_table_pdf,North,41.25_116.25,41.25,116.25
545120-99999,545120,BEI-JING/NAN-YUAN,CH,,39.783,116.383,40.0,Hebei,station_table_pdf,North,38.75_116.25,38.75,116.25
545130-99999,545130,BEI-JING/TONG-XIAN,CH,,39.817,116.7,21.0,Beijing,station_table_pdf,North,38.75_116.25,38.75,116.25
545170-99999,545170,TS AN KANG,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
545180-99999,545180,BAXIAN,CH,,39.05,116.4,8.0,Hebei,station_table_pdf,North,38.75_116.25,38.75,116.25
545230-99999,545230,YU-TIAN,CH,,0.0,0.0,-999.0,Tianjin,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
545270-99999,545270,TIANJIN,CH,,39.1,117.167,5.0,Tianjin,station_table_pdf,North,38.75_116.25,38.75,116.25
545273-99999,545273,BINHAI,CH,ZBTJ,39.124,117.346,3.0,Tianjin,province_geojson,North,38.75_116.25,38.75,116.25
545280-99999,545280,TIAN-JIN/ZHANG-GUI,CH,,39.133,117.35,3.0,Tianjin,station_table_pdf,North,38.75_116.25,38.75,116.25
545290-99999,545290,CHAI-SHANG,CH,,0.0,0.0,-999.0,Tianjin,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
545340-99999,545340,TANGSHAN,CH,,39.65,118.1,29.0,Hebei,station_table_pdf,North,38.75_118.75,38.75,118.75
545390-99999,545390,LETING,CH,,39.433,118.9,12.0,Hebei,station_table_pdf,North,38.75_118.75,38.75,118.75
545430-99999,545430,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
545630-99999,545630,FUXIAN/WAFANGDIAN,CH,,39.633,121.983,17.0,Liaoning,station_table_pdf,North,38.75_121.25,38.75,121.25
545640-99999,545640,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
545770-99999,545770,LU-DA/ZHENG-SHA-HE,CH,,39.267,122.083,31.0,Liaoning,province_geojson,North,38.75_121.25,38.75,121.25
545870-99999,545870,HAIYANG DAO,CH,,39.05,123.217,-999.9,Unmapped,unmapped,North,38.75_123.75,38.75,123.75
546020-99999,546020,BAODING,CH,,38.733,115.483,17.0,Hebei,station_table_pdf,North,38.75_116.25,38.75,116.25
546140-99999,546140,HE-JIAN,CH,,0.0,0.0,-999.0,Hebei,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
546160-99999,546160,CANGZHOU,CH,,38.333,116.833,11.0,Hebei,station_table_pdf,North,38.75_116.25,38.75,116.25
546180-99999,546180,POTOU,CH,,38.083,116.55,13.0,Hebei,station_table_pdf,North,38.75_116.25,38.75,116.25
546230-99999,546230,TANGGU,CH,,39.017,117.6,4.0,Tianjin,station_table_pdf,North,38.75_118.75,38.75,118.75
546240-99999,546240,HUANGHUA,CH,,38.383,117.35,4.0,Hebei,station_table_pdf,North,38.75_116.25,38.75,116.25
546250-99999,546250,QI-KOU,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
546260-99999,546260,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Hebei,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
546350-99999,546350,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
546430-99999,546430,MOORED VESSEL,CH,,38.967,119.95,6.0,Unmapped,unmapped,North,38.75_118.75,38.75,118.75
546460-99999,546460,MOORED VESSEL,CH,,38.35,119.683,6.0,Unmapped,unmapped,North,38.75_118.75,38.75,118.75
546530-99999,546530,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
546560-99999,546560,TUOJI ISLAND,CH,,38.167,120.783,59.0,Shandong,nearest_station_table_coord,North,38.75_121.25,38.75,121.25
546620-99999,546620,ZHOUSHUIZI,CH,ZYTL,38.966,121.539,32.6,Liaoning,station_table_pdf,North,38.75_121.25,38.75,121.25
546630-99999,546630,DA-SAN-SHAN ISLAND,CH,,38.883,121.817,161.0,Liaoning,nearest_station_table_coord,North,38.75_121.25,38.75,121.25
546800-99999,546800,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
547020-99999,547020,WANG CHIA CHING,CH,,0.0,0.0,-999.0,Hebei,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
547050-99999,547050,NANGONG,CH,,37.367,115.383,42.0,Hebei,station_table_pdf,North,36.25_116.25,36.25,116.25
547070-99999,547070,GUANG-ZUNG (?),CH,,0.0,0.0,-999.0,Hebei,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
547130-99999,547130,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Hebei,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
547140-99999,547140,DEZHOU,CH,,37.433,116.317,22.0,Shandong,station_table_pdf,North,36.25_116.25,36.25,116.25
547150-99999,547150,LINGXIAN,CH,,37.333,116.567,19.0,Shandong,station_table_pdf,North,36.25_116.25,36.25,116.25
547160-99999,547160,LING HSIEN,CH,,0.0,0.0,-999.0,Shandong,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
547230-99999,547230,ZHAN-CHENG,CH,,0.0,0.0,-999.0,Shandong,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
547250-99999,547250,HUIMIN,CH,,37.5,117.533,12.0,Shandong,station_table_pdf,North,38.75_118.75,38.75,118.75
547260-99999,547260,BIN-XIAN,CH,,0.0,0.0,-999.0,Shandong,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
547360-99999,547360,YONGAN,CH,,37.55,118.733,6.0,Shandong,station_table_pdf,North,38.75_118.75,38.75,118.75
547430-99999,547430,NAME UNKNOWN,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
547450-99999,547450,CANG-SHANG,CH,,37.367,119.9,1.0,Shandong,province_geojson,North,36.25_118.75,36.25,118.75
547510-99999,547510,CHANG DAO,CH,,37.933,120.717,40.0,Shandong,station_table_pdf,North,38.75_121.25,38.75,121.25
547530-99999,547530,LONGKOU,CH,,37.617,120.317,5.0,Shandong,station_table_pdf,North,38.75_121.25,38.75,121.25
547560-99999,547560,DA-XIN-DIAN,CH,,37.617,120.9,100.0,Shandong,province_geojson,North,38.75_121.25,38.75,121.25
547570-99999,547570,APPROXIMATE LOCATIO,CH,,37.167,120.167,0.0,Shandong,province_geojson,North,36.25_121.25,36.25,121.25
547580-99999,547580,LAI-YANG AFLD (?),CH,,36.967,120.583,72.0,Shandong,province_geojson,North,36.25_121.25,36.25,121.25
547630-99999,547630,YANTAI,CH,,37.55,121.4,25.0,Shandong,province_geojson,North,38.75_121.25,38.75,121.25
547640-99999,547640,FU-SHAN (?),CH,,0.0,0.0,-999.0,Shandong,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
547720-99999,547720,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
547730-99999,547730,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
547740-99999,547740,WEIHAI,CH,,37.45,122.033,61.0,Shandong,province_geojson,North,36.25_121.25,36.25,121.25
547760-99999,547760,CHENGSHANTOU,CH,,37.4,122.683,47.0,Shandong,station_table_pdf,North,36.25_123.75,36.25,123.75
547900-99999,547900,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
548080-99999,548080,XINXIAN,CH,,36.233,115.667,38.0,Shandong,station_table_pdf,North,36.25_116.25,36.25,116.25
548230-99999,548230,JINAN/TSINAN,CH,ZSTN,36.683,116.983,58.0,Shandong,station_table_pdf,North,36.25_116.25,36.25,116.25
548260-99999,548260,TAI SHAN,CH,,36.25,117.1,1536.0,Shandong,station_table_pdf,North,36.25_116.25,36.25,116.25
548270-99999,548270,TAI-AN,CH,,36.183,117.133,155.0,Shandong,station_table_pdf,North,36.25_116.25,36.25,116.25
548300-99999,548300,LIN-ZI,CH,,36.867,118.333,55.0,Shandong,station_table_pdf,North,36.25_118.75,36.25,118.75
548360-99999,548360,YIYUAN,CH,,36.183,118.15,302.0,Shandong,station_table_pdf,North,36.25_118.75,36.25,118.75
548430-99999,548430,WEIFANG,CH,,36.767,119.183,22.0,Shandong,station_table_pdf,North,36.25_118.75,36.25,118.75
548460-99999,548460,GAO-MI (?),CH,,36.383,119.733,38.0,Shandong,station_table_pdf,North,36.25_118.75,36.25,118.75
548520-99999,548520,LAIYANG,CH,,36.983,120.65,72.0,Shandong,station_table_pdf,North,36.25_121.25,36.25,121.25
548525-99999,548525,NANTONG,CH,ZSNT,32.02,120.85,6.0,Jiangsu,province_geojson,East,31.25_121.25,31.25,121.25
548530-99999,548530,NANWU,CH,,0.0,0.0,-999.0,Shandong,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
548570-99999,548570,LIUTING,CH,ZSQD,36.266,120.374,10.1,Shandong,station_table_pdf,North,36.25_121.25,36.25,121.25
548580-99999,548580,CANG-KOU,CH,,36.167,120.367,10.0,Shandong,province_geojson,North,36.25_121.25,36.25,121.25
548630-99999,548630,HAIYANG,CH,,36.767,121.167,64.0,Shandong,station_table_pdf,North,36.25_121.25,36.25,121.25
548680-99999,548680,QIAN-LI ISLAND,CH,,36.267,121.383,18.0,Unmapped,unmapped,North,36.25_121.25,36.25,121.25
548970-99999,548970,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
549060-99999,549060,HEZE/CAOZHOU,CH,,35.25,115.433,51.0,Shandong,station_table_pdf,North,36.25_116.25,36.25,116.25
549070-99999,549070,DING-TAO,CH,,35.067,115.567,0.0,Shandong,station_table_pdf,North,36.25_116.25,36.25,116.25
549090-99999,549090,DINGTAO,CH,,35.083,115.517,51.0,Shandong,station_table_pdf,North,36.25_116.25,36.25,116.25
549150-99999,549150,JI-NING,CH,,0.0,0.0,-999.0,Shandong,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
549160-99999,549160,YANZHOU,CH,,35.567,116.85,53.0,Shandong,station_table_pdf,North,36.25_116.25,36.25,116.25
549230-99999,549230,MENG YIN,CH,,0.0,0.0,-999.0,Shandong,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
549290-99999,549290,FEZXZAN,CH,,35.25,117.95,120.0,Shandong,station_table_pdf,North,36.25_118.75,36.25,118.75
549360-99999,549360,JUXIAN,CH,,35.55,118.75,109.0,Shandong,station_table_pdf,North,36.25_118.75,36.25,118.75
549380-99999,549380,LINYI,CH,,35.05,118.35,86.0,Shandong,station_table_pdf,North,36.25_118.75,36.25,118.75
549450-99999,549450,RIZHAO,CH,,35.433,119.533,37.0,Shandong,station_table_pdf,North,36.25_118.75,36.25,118.75
549460-99999,549460,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
549480-99999,549480,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
549520-99999,549520,FLASHING LIGHT,CH,,35.967,120.483,25.0,Shandong,nearest_station_table_coord,North,36.25_121.25,36.25,121.25
551700-99999,551700,,,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
552280-99999,552280,SHIQUANHE,CH,,32.5,80.083,4280.0,Tibet,station_table_pdf,Qinghai-Tibet,33.75_81.25,33.75,81.25
552480-99999,552480,LUMARINGBO,CH,,32.3,84.05,4420.0,Tibet,station_table_pdf,Qinghai-Tibet,31.25_83.75,31.25,83.75
552700-99999,552700,,,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
552790-99999,552790,BAINGOIN,CH,,31.367,90.017,4701.0,Tibet,province_geojson,Qinghai-Tibet,31.25_91.25,31.25,91.25
552940-99999,552940,P'A-NA,CH,,32.267,91.667,4724.0,Tibet,province_geojson,Qinghai-Tibet,31.25_91.25,31.25,91.25
552990-99999,552990,NAGQU,CH,,31.483,92.067,4508.0,Tibet,station_table_pdf,Qinghai-Tibet,31.25_91.25,31.25,91.25
553850-99999,553850,BOGUS CHINESE,CH,,31.48,92.06,-999.0,Tibet,province_geojson,Southwest,31.25_91.25,31.25,91.25
554370-99999,554370,T'U-KO-ERH-HO-KUNG,CH,,30.55,81.433,4736.0,Tibet,station_table_pdf,Qinghai-Tibet,31.25_81.25,31.25,81.25
554720-99999,554720,XAINZA,CH,,30.95,88.633,4670.0,Tibet,province_geojson,Qinghai-Tibet,31.25_88.75,31.25,88.75
554930-99999,554930,ZHA-TE-KE-TANG,CH,,30.733,92.45,4724.0,Tibet,station_table_pdf,Qinghai-Tibet,31.25_91.25,31.25,91.25
555690-99999,555690,LHAZE,CH,,29.067,87.683,4237.0,Tibet,station_table_pdf,Qinghai-Tibet,28.75_88.75,28.75,88.75
555780-99999,555780,XIGAZE,CH,,29.25,88.883,3837.0,Tibet,province_geojson,Qinghai-Tibet,28.75_88.75,28.75,88.75
555850-99999,555850,BOGUS CHINESE,CH,,29.5,90.25,-999.0,Tibet,province_geojson,Southwest,28.75_91.25,28.75,91.25
555910-99999,555910,LHASA,CH,ZULS,29.667,91.133,3650.0,Tibet,province_geojson,Qinghai-Tibet,28.75_91.25,28.75,91.25
555980-99999,555980,NEDONG,CH,,29.233,91.767,3657.0,Tibet,station_table_pdf,Qinghai-Tibet,28.75_91.25,28.75,91.25
556560-99999,556560,YALEP,CH,,28.383,86.15,5181.0,Tibet,province_geojson,Qinghai-Tibet,28.75_86.25,28.75,86.25
556640-99999,556640,TINGRI,CH,,28.633,87.083,4300.0,Tibet,station_table_pdf,Qinghai-Tibet,28.75_86.25,28.75,86.25
556800-99999,556800,GYANGZE,CH,,29.0,89.633,3657.0,Tibet,station_table_pdf,Qinghai-Tibet,28.75_88.75,28.75,88.75
556900-99999,556900,CHE-KU,CH,,28.7,91.633,4336.0,Tibet,province_geojson,Qinghai-Tibet,28.75_91.25,28.75,91.25
556960-99999,556960,LHUNZE,CH,,28.417,92.467,3861.0,Tibet,province_geojson,Qinghai-Tibet,28.75_91.25,28.75,91.25
557730-99999,557730,PAGRI,CH,,27.733,89.083,4300.0,Tibet,province_geojson,Qinghai-Tibet,28.75_88.75,28.75,88.75
558210-99999,558210,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
559850-99999,559850,,,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
559910-99999,559910,,,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
560040-99999,560040,TUOTUOHE,CH,,34.217,92.433,4535.0,Qinghai,station_table_pdf,Qinghai-Tibet,33.75_91.25,33.75,91.25
560160-99999,560160,BIE-LI-XI-DU,CH,,34.1,95.033,4785.0,Qinghai,station_table_pdf,Qinghai-Tibet,33.75_96.25,33.75,96.25
560180-99999,560180,ZADOI,CH,,32.9,95.3,4068.0,Qinghai,station_table_pdf,Qinghai-Tibet,33.75_96.25,33.75,96.25
560190-99999,560190,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
560210-99999,560210,QUMARLEB,CH,,34.133,95.783,4176.0,Qinghai,station_table_pdf,Qinghai-Tibet,33.75_96.25,33.75,96.25
560230-99999,560230,NAME/LOCATION UNKN,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
560260-99999,560260,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
560280-99999,560280,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
560290-99999,560290,YUSHU,CH,,33.017,96.95,3682.0,Qinghai,station_table_pdf,Qinghai-Tibet,33.75_96.25,33.75,96.25
560295-99999,560295,YUSHU BATANG AIRPORT,CH,ZLYS,32.817,97.133,3890.0,Qinghai,province_geojson,Qinghai-Tibet,33.75_96.25,33.75,96.25
560310-99999,560310,APPROXIMATE LOCALE,CH,,34.833,97.467,0.0,Qinghai,province_geojson,Southwest,33.75_96.25,33.75,96.25
560330-99999,560330,MADOI,CH,,34.917,98.217,4273.0,Qinghai,station_table_pdf,Qinghai-Tibet,33.75_98.75,33.75,98.75
560340-99999,560340,QINGSHUI-HE,CH,,33.8,97.133,4419.0,Qinghai,station_table_pdf,Qinghai-Tibet,33.75_96.25,33.75,96.25
560360-99999,560360,CANG-DUO (?),CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
560380-99999,560380,SHIQU,CH,,32.983,98.1,4114.0,Sichuan,station_table_pdf,Qinghai-Tibet,33.75_98.75,33.75,98.75
560410-99999,560410,UNKNOWN,CH,,34.5,98.883,4175.0,Qinghai,province_geojson,Qinghai-Tibet,33.75_98.75,33.75,98.75
560420-99999,560420,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
560430-99999,560430,BOGUS CHINESE,CH,,,,,Qinghai,station_table_pdf,Unmapped,nan_nan,,
560440-99999,560440,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
560460-99999,560460,DARLAG,CH,,33.75,99.65,3968.0,Qinghai,station_table_pdf,Qinghai-Tibet,33.75_98.75,33.75,98.75
560570-99999,560570,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
560650-99999,560650,HENAN,CH,,34.733,101.6,3501.0,Qinghai,station_table_pdf,Qinghai-Tibet,33.75_101.25,33.75,101.25
560670-99999,560670,JIGZHI,CH,,33.467,101.483,3350.0,Qinghai,station_table_pdf,Qinghai-Tibet,33.75_101.25,33.75,101.25
560690-99999,560690,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
560700-99999,560700,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
560740-99999,560740,GA-HAI,CH,,34.2,102.3,3109.0,Gansu,station_table_pdf,Qinghai-Tibet,33.75_101.25,33.75,101.25
560750-99999,560750,LANG-MU-SI,CH,,34.1,102.617,3565.0,Gansu,province_geojson,Qinghai-Tibet,33.75_103.75,33.75,103.75
560790-99999,560790,RUO'ERGAI,CH,,33.583,102.967,3441.0,Sichuan,station_table_pdf,Qinghai-Tibet,33.75_103.75,33.75,103.75
560800-99999,560800,HEZUO,CH,,35.0,102.9,2910.0,Gansu,station_table_pdf,Qinghai-Tibet,36.25_103.75,36.25,103.75
560860-99999,560860,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
560890-99999,560890,BAI-GU-SI,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
560900-99999,560900,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
560930-99999,560930,WU-SHAN,CH,,34.717,104.883,1371.0,Gansu,station_table_pdf,Southwest,33.75_103.75,33.75,103.75
560960-99999,560960,WUDU,CH,,33.4,104.917,1079.0,Gansu,station_table_pdf,Southwest,33.75_103.75,33.75,103.75
561060-99999,561060,SOG XIAN,CH,,31.883,93.783,4024.0,Tibet,province_geojson,Qinghai-Tibet,31.25_93.75,31.25,93.75
561160-99999,561160,DENGQEN,CH,,31.417,95.6,3874.0,Tibet,station_table_pdf,Qinghai-Tibet,31.25_96.25,31.25,96.25
561250-99999,561250,NANGQEN,CH,,32.25,96.217,4145.0,Qinghai,station_table_pdf,Qinghai-Tibet,31.25_96.25,31.25,96.25
561260-99999,561260,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
561270-99999,561270,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
561320-99999,561320,GAO-RIK,CH,,32.5,97.933,3657.0,Sichuan,province_geojson,Qinghai-Tibet,33.75_98.75,33.75,98.75
561370-99999,561370,QAMDO,CH,,31.15,97.167,3307.0,Tibet,station_table_pdf,Qinghai-Tibet,31.25_96.25,31.25,96.25
561380-99999,561380,QING-NI-DONG (?),CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
561440-99999,561440,DEGE,CH,,31.733,98.567,3201.0,Sichuan,station_table_pdf,Qinghai-Tibet,31.25_98.75,31.25,98.75
561460-99999,561460,GARZE,CH,,31.617,100.0,3394.0,Sichuan,station_table_pdf,Qinghai-Tibet,31.25_101.25,31.25,101.25
561470-99999,561470,CHUN-LUO-SI,CH,,0.0,0.0,-999.0,Sichuan,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
561510-99999,561510,LUO-XUE,CH,,32.567,100.583,3505.0,Qinghai,station_table_pdf,Qinghai-Tibet,33.75_101.25,33.75,101.25
561520-99999,561520,SERTAR,CH,,32.283,100.333,3896.0,Sichuan,station_table_pdf,Qinghai-Tibet,31.25_101.25,31.25,101.25
561560-99999,561560,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
561570-99999,561570,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
561670-99999,561670,DAWU,CH,,30.983,101.117,2959.0,Sichuan,station_table_pdf,Qinghai-Tibet,31.25_101.25,31.25,101.25
561710-99999,561710,A-BA,CH,,32.917,101.7,3170.0,Sichuan,station_table_pdf,Qinghai-Tibet,33.75_101.25,33.75,101.25
561720-99999,561720,BARKAM,CH,,31.9,102.233,2666.0,Sichuan,station_table_pdf,Qinghai-Tibet,31.25_101.25,31.25,101.25
561730-99999,561730,MA-TANG,CH,,31.85,102.7,3422.0,Sichuan,station_table_pdf,Qinghai-Tibet,31.25_103.75,31.25,103.75
561780-99999,561780,XIAO-JIN,CH,,31.017,102.367,2426.0,Sichuan,station_table_pdf,Qinghai-Tibet,31.25_101.25,31.25,101.25
561820-99999,561820,SONGPAN,CH,,32.667,103.6,2882.5,Sichuan,station_table_pdf,Qinghai-Tibet,33.75_103.75,33.75,103.75
561870-99999,561870,WENJIANG,CH,,30.75,103.867,541.0,Sichuan,station_table_pdf,Southwest,31.25_103.75,31.25,103.75
561880-99999,561880,WENCHUAN,CH,,31.483,103.583,2042.0,Sichuan,station_table_pdf,Qinghai-Tibet,31.25_103.75,31.25,103.75
561920-99999,561920,BOGUS CHINESE,CH,,,,,Gansu,station_table_pdf,Unmapped,nan_nan,,
561930-99999,561930,PINGWU,CH,,32.417,104.517,894.0,Sichuan,province_geojson,Southwest,31.25_103.75,31.25,103.75
561940-99999,561940,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
561960-99999,561960,MIANYANG,CH,,31.45,104.733,522.0,Sichuan,province_geojson,Southwest,31.25_103.75,31.25,103.75
562020-99999,562020,JIA-LI,CH,,30.783,93.4,4876.0,Tibet,province_geojson,Qinghai-Tibet,31.25_93.75,31.25,93.75
562370-99999,562370,BANG-DA,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
562470-99999,562470,BATANG,CH,,30.0,99.1,2589.0,Sichuan,station_table_pdf,Qinghai-Tibet,31.25_98.75,31.25,98.75
562510-99999,562510,XINLONG/NYAGRONG,CH,,30.967,100.2,3500.0,Sichuan,station_table_pdf,Qinghai-Tibet,31.25_101.25,31.25,101.25
562570-99999,562570,LITANG,CH,,30.0,100.267,3950.0,Sichuan,station_table_pdf,Qinghai-Tibet,31.25_101.25,31.25,101.25
562650-99999,562650,QIAN-NING,CH,,30.5,101.483,3452.0,Sichuan,province_geojson,Qinghai-Tibet,31.25_101.25,31.25,101.25
562870-99999,562870,YA'AN,CH,,29.983,103.0,629.0,Sichuan,province_geojson,Southwest,28.75_103.75,28.75,103.75
562940-99999,562940,SHUANGLIU,CH,ZUUU,30.579,103.947,495.3,Sichuan,province_geojson,Southwest,31.25_103.75,31.25,103.75
562950-99999,562950,CHIEN YANG,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
562970-99999,562970,REN-SHOU,CH,,30.0,104.133,610.0,Sichuan,station_table_pdf,Southwest,31.25_103.75,31.25,103.75
563120-99999,563120,NYINGCHI,CH,,29.567,94.467,3001.0,Tibet,station_table_pdf,Qinghai-Tibet,28.75_93.75,28.75,93.75
563470-99999,563470,ZEN-YAN (?),CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
563570-99999,563570,DAOCHENG,CH,,29.05,100.3,3729.0,Sichuan,station_table_pdf,Qinghai-Tibet,28.75_101.25,28.75,101.25
563740-99999,563740,KANGDING,CH,,30.05,101.967,2617.0,Sichuan,station_table_pdf,Qinghai-Tibet,31.25_101.25,31.25,101.25
563750-99999,563750,HAN-YUAN-JIE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
563840-99999,563840,E-BIAN,CH,,0.0,0.0,-999.0,Sichuan,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
563850-99999,563850,EMEI SHAN,CH,,29.517,103.333,3049.0,Sichuan,station_table_pdf,Qinghai-Tibet,28.75_103.75,28.75,103.75
563860-99999,563860,LESHAN,CH,,29.567,103.767,440.0,Sichuan,station_table_pdf,Southwest,28.75_103.75,28.75,103.75
564440-99999,564440,DEQEN,CH,,28.45,98.883,3320.0,Yunnan,station_table_pdf,Qinghai-Tibet,28.75_98.75,28.75,98.75
564590-99999,564590,TU-ZHA,CH,,28.15,100.933,2743.0,Sichuan,station_table_pdf,Qinghai-Tibet,28.75_101.25,28.75,101.25
564620-99999,564620,JIULONG,CH,,29.0,101.5,2994.0,Sichuan,station_table_pdf,Qinghai-Tibet,28.75_101.25,28.75,101.25
564625-99999,564625,DAYONG,CH,ZGDY,29.133,100.483,900.0,Sichuan,province_geojson,Southwest,28.75_101.25,28.75,101.25
564720-99999,564720,GAN-LUO,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
